URL,Tweet Content,Tweet ID,Sentiment Class
https://x.com/HassanA697626/status/2055051778207457737,عالاقل سوريا و العراق دول ذات سياده كانت،، ، اما نحن المشحرين، ، لسه ما صرنا دوله و هيك بصير، بس تتحرر فلسطين كامله لعاد شو رح نعمل,2055051778207457737,Neutral
https://x.com/mey33_/status/2049345472117051528,ماصااارت حتي باقي للان العسكر مو حافظيين القسم ولا سستم الجديد ولا من جرعه وحده طاحوا وباعوا القضيه,2049345472117051528,Neg
https://x.com/almosafarg/status/2054202842198483308,"وصل التخادم الامريكيالايراني في زمنالمستشيعباراك حسينابو عمامهلدرجه توفير الحمايه الشخصيه المباشره للمجرم المعلوسقاسم سليمانيفي العراق!!. في عهد ترامب؛انتهينكاح المتعهبين الطرفين, والذي قال للايرانيين؛لقد ضحكتم علينا 47 سنه, وزمنالفهلوهقد ولي, وستدفعون الثمن.",2054202842198483308,Neg
https://x.com/itech521ahotma1/status/2054984390665531539,بوجود السعوديه لن تقوم للاذناب قائمه و ايران جبانه و دوله ضعيفه رابناها يقتل قاداتها بكل سهوله و كذلك مرجعياتهم و دوله سهل اختراقها و هي كالورم الخبيث في المنطقه ترسل اذرعها في اليمن و لبنان و العراق و هذه الدول محتله من قبلهم اما دول الخليج عصيه علي الثوريين الاغبياء الانجاس .,2054984390665531539,Neg
https://x.com/aborasd55/status/2055307532026118243,قائد الثوره الاسلاميه سماحه ايه الله السيد مجتبي علي الحسيني الخامنئي المقاومه الشجاعه والانتصار المشرف بمواجهه هجوم شياطين العالم جعلا الشعب اكثر استعدادا لصون استقلاله.,2055307532026118243,Pos
https://x.com/fyfybkr46/status/2054906214757101708,عند حق وايران مش سهله زي فنزويلا لا لا دي دوله عارفه يعني ايه حرب وخاضت حروب قبل كده والغطرسه الامريكيه غير مجديه ومضيق هرمز بالنسبه لها حياه او موت والراجل ده مضغوط عليه جدا بسبب ملفاته المخزيه مع الطين ده مسجله ده حقيقي واضحه,2054906214757101708,Pos
https://x.com/ajjani_you64819/status/2037225156334993638,نتمني ان تكون صفعه القرن 21 حتي يسمع صوتها في الثلث الخالي,2037225156334993638,Neg
https://x.com/mfymd1126351/status/2054909246815211866,وماهو المقابل ؟ اطلاق يد وكلاء ايران في اليمن وانقلاب الحوثي علي حكومه صنعاء وتاسيس الحشد الشعبي في العراق وبسط نفوذ بشار الاسد في سوريا مع عصابات ايران الثمن كان دم الناس الابرياء,2054909246815211866,Neg
https://x.com/abwmhmd26316083/status/2053775141352411647,قبل ما يجروك للحرب كانت هناك ٧ قري محتله ماذا فعلت بشائنها ثم انت بدل ما تحمل الضحيه الذي طرد نفس العدو من بيروت والجنوب وجه كلامك للفرنسي والامريكي ليمنعوا اسرائيل من احتلال وتدمير القري,2053775141352411647,Neg
https://x.com/LovetearRose/status/2055031170694332816,الغبي الي يفكر انه الصين بتركض لترضي ترامب الذي يتقلب ليل نهار علي حساب مصالحها الشخصيه في بقاء ايران ثابته تصد عنهم صواريخ امريكا غباء العرب ما له حل,2055031170694332816,Neg
https://x.com/ProfIsAlMadany/status/2055611503089234421,اكثر من 3 سنوات من الحرب والاباده للشعب الفلسطيني في غزه شاركت فيها اسراءيل مع امريكا وبعض الدول الغربيه ولم تنجح في تحقيق اهدافها فالمقاومه مازالت مستمره وتنبض بالحياه والاسري لم يطلق سراحهم بالقوه وانما المفاوضات وغزه صامده بشعبها وسلاحها البسيط والمتواضع,2055611503089234421,Pos
https://x.com/ziad_albukhiti/status/2055023267988328688,انهم وحدهم من يحملون هم الامه ويدافعون عن مقدساتها في وجه الاستكبار العالمي. فهل من مستجيب لندائهم؟ هل من صحوه ضمير تعيد للامه كرامتها وعزتها؟ ام اننا سنظل نري مقدساتنا تدنس، ونحن غارقون في سبات الصمت والعجز؟كفي صمتا! كفي خنوعا! 34,2055023267988328688,Neg
https://x.com/youmednou/status/2055061348652855327,ارتدوا عن كل قيم الشرف و العفه و الرجوله ،و باعوا قضيه الاسلام و المسلمين,2055061348652855327,Neg
https://x.com/MjhwlA20851/status/2055332520837693552,حي الله رجال التجمع الوطني العراقي للتحرير والتغيير وحي الله ابطال اسود المعتصم وكل الشرفاء والاحرار المؤمنين بعراق حر موحد ينعم بالحريه الحقيقيه والسياده الكامله والامن والاستقرار تحيه اعتزاز لكل الوطنيين الثابتين علي مواقفهم الساعين الي وحده الصف وحفظ كرامه الوطن اسود المعتصم,2055332520837693552,Pos
https://x.com/SagrGareh1/status/2042457331137687773,ايران مشبعنهم ضرب اربعين يوم وهم محاربينها في منصه اكس اصه ولاخليجي يرفع راسه يامضربه,2042457331137687773,Pos
https://x.com/Irannow_/status/2047848830721307025,ايران الان بابا الفاتيكان ليو الرابع عشر بصفتي قاءدا روحيا لا يمكنني ان اءيد الحرب لقد تسببت هجمات الولايات المتحده واسراءيل علي ايران بحاله من الفوضي للاقتصاد العالمي وللشعب الايراني البريء باكمله الذي يعاني جراء هذه الحرب اود ان احث الجميع علي العمل لايجاد حلول تنبع من ثقافه السلام لا من ثقافه الكراهيه والانقسام,2047848830721307025,Neutral
https://x.com/Abdulah_IQ/status/2053957858337649054,للعلم امريكا بنت قاعده امريكيه في ايران واخلت الطيار الامريكي الذي سقط في الاراضي الايرانيه دون علم الحكومه الايرانيه اما العراق فقد كشف القوات الاسرائيليه وطردها واشتبك معها والحق بها الضرر واعطي شهداء,2053957858337649054,Neutral
https://x.com/sudsx23EbvAquyE/status/2046127255659622419,الشعوب تريد حياه كريمه وعمل ورواتب مجزيه ومساكن وتعليم راقي التاريخ ماينفع معظم الدول اللي تدعي التاريخ والحضاره مثل مصر والعراق وايران واليمن دول فاشله مديونه شعوبهم تعبانه مشتته وش الفايده من ان افتخر بهرم بناها واحد كافر واحجار هنا وهناك هذا سبب تخلفهم حنا التاريخ وبس,2046127255659622419,Neg
https://x.com/SKbXhHljH8GAkGf/status/2049150718242968034,افلا تبصرون ان اصبحت كابوس مخيف علي المعتوه ترامب؟! والايام القادمه ستظهر للعالم ان اغبي قرار من ترامب هو العدوان الامريكي الصهيوني علي ايران؟! لان سيطره ايران علي من زوال الهيمنه والوصايه الامريكيه علي دول العالم؟! وستنهار دول الخليج ما لم تتفق مع ايران؟,2049150718242968034,Neg
https://x.com/1z7Kb6stHkMUKeE/status/2053821705634627609,انا لم اقرا ردك لانني اعلم انه رد مشابهه لردود الفلسطينيين لان عقليتكم واحده ! فرعنه واستعراض قوه واعلان شجاعه وبالاخير كلاكم بلادكم محتله وكلما زدتوا عناد كلما خسرتوا مزيد من الاراضي ! يالله يابطل استعيدوا جزركم المحتله من ايران التي اصبحت في اضعف حالاتها واستقووا بالاسرائيلي,2053821705634627609,Neg
https://x.com/EmadNagazi50841/status/2055205248717754463,المقاومه لا تنكسر من يظن ان اغتيال القاده او القصف المكثف سيكسر محور المقاومه واهم، فالمحور اليوم اقوي من اي وقت مضي.,2055205248717754463,Pos
https://x.com/swib100/status/2055025350434803907,النعامه ياكلاب الصهاينه ماركه مسجله باسمكم تم نكحكم من ايران منذ ٣ اشهر مطاراتكم ومبانيكم وموانئكم ونفطكم واخرها يانعامه اليوم يتم اقتياد السفن من موانيكم وامام اعينكم من قبل ايران العاهره كانت تدعم الاقتصاد الايراني لمده ٣٠ سنه وكانت الرئه له واليوم يتم اغتصابها علنا,2055025350434803907,Neg
https://x.com/boualamabbad/status/2055164878583660855,امريكا لا تهان لانها القوه الاقتصاديه والعسكريه والسياسيه ......الاولي علي وجه الارض انما الذي يهان هو من يتبع ويخضع لولايه السفيه المجوسي الفارسي الايراني ويدمر بلاده اليمن لصالح امامه مزعومه وولايه مخترعه علي يد بهاءم عرب مغفلين حفاه عراه جهله زباله....,2055164878583660855,Neg
https://x.com/mahmouddahrou20/status/2054877732350087283,رد حاسم من عراقجي علي ادعاءات الامارات في قمه بريكس تحالفكم مع اسرائيل لن يحميكم ايضا ، فاعيدوا النظر في سياستكم تجاه ايران. لم اذكر اسم الامارات في خطابي حفاظا علي الوحده لكن في الواقع يجب ان اقول انها شاركت بشكل مباشر في العدوان علينا,2054877732350087283,Neutral
https://x.com/mmwdldwn1937991/status/2052214113829286233,كيف ايران عدو اسرائيل الاكبر ؟ ايران گيت وايران كونترا وكيف العالم كله يحارب ايران ؟ ومجموعه بريكس والتخادم الامريكي الايراني بالعراق وافغانستان؟ والوساطه الباكستانيه والعمانيه. حتي كلام ملا حويش صحيح لكنه لم يكن مجانا وبلا مقابل,2052214113829286233,Neutral
